taxiid,start_time,end_time,duration_minutes,lon,lat
UUUBD43236,,,,,
UUUBD46139,,,,,
,2020-03-29 09:50:28,2020-03-29 10:13:44,23.266666666666666,113.93588766666666,22.741235666666668
